id,text,Category,source
850,Technical Skills CATEGORY SKILLS Language C C OOP Dot Net Technologies ASPNet MVC ADONet Entity Framework LINQ Web Technologies HTML CSS Browser Scripting JavaScript Jquery Ajax JSON Web Browser Internet Explorer 80 Mozilla Firefox10 Frontendframework Bootstrap Kendo UI Database SQL Server 2012 Development Tools Visual Studio 2013 Operating Systems MS Window 2007 Project Details Projects Worked On 1 Project Name Politician Website Role Trainee Project Description I developed Politician website In this website there is Home Page Quick Facts Category Biography Gallery and ContactUs Page It is a totally dynamic website Environment Operating System Windows 7 Development Tools Visual Studio 2013 Database Server SQL Server 2012 Technology NET Framework 45 ASPNet MVC5 Presentation Layer HTML CSS Jquery Bootstrap Role and Responsibilities  Understanding requirements Coding and unit testing 2 Project Name Coaching Management System CMS Project Description This software is helps to manage institute Student Teacher Courses Batches Fees Attendance and Marks  Provide easy reports like outstanding Fees Marks and Attendance etc This software is specially designed for coaching institute Environment Operating System Windows 7 Database Server SQL Server 2012 Technology NET Framework 45 ASPNet MVC5 Presentation Layer HTML CSS JavaScript Jquery Bootstrap Features  Project includes the feature of testing type and the activity on the project activities  Project includes the online management and test process Role and Responsibilities  Worked in Development of Backend Like Data Collections  Database Schema Designing and Create Database Dictionary  Made Database Constraints  I was also worked on Frontend Designing like Screen Generations form Designing  Applying client side Validation  SRS documentation and Development 3 Project Name Hospital Management System HMS Project Description Hospital Management System is powerful flexible and easy to use and designed and developed to deliver real conceivable benefits to hospitals and clinics and more importantly it is backed by reliable and dependable Hospital Management System is designed for multispecialty hospitals to cover a wide range of hospital administration and management processes It is an integrated endtoend Hospital Management System that provides relevant information across the hospital to support effective decision making for patient care hospital administration and critical financial accounting in a seamless flow Environment Presentation Layer HTML CSS JavaScript Jquery Kendo UI Business Layer NET Framework 45 ASPNet MVC5 Database Layer SQL Server 2012 Operating System Windows 7 Features  Project includes the feature of testing type and the activity on the project activities  Project includes the online management and test process Role and Responsibilities  Worked in Development of Backend Like Data Collections  Database Schema Designing and Create Database Dictionary  Made Database Constraints  I was also worked on Frontend Designing like Screen Generations form Designing  Applying client side Validation  SRS documentation and Development 4 Project Name Ticket Booking Software BESS Project Description Online Ticket Booking System is a Web based application You can directly book the ticket by this application This application is implemented for Bus Tour and Travel Agency Environment Presentation Layer HTML CSS JavaScript Jquery KendoUI Business Layer NET Framework 45 ASPNet MVC5 Database Layer SQL Server 2012 Operating System Windows 7 Features  Project includes the feature of testing type and the activity on the project activities  Project includes the online management and test process Role and Responsibilities  Worked in Development of Backend Like Data Collections  Database Schema Designing and Create Database Dictionary  Made Database Constraints  I was also worked on Frontend Designing like Screen Generations form Designing  Applying client side Validation  SRS documentation and Development 5 Project Name School Management System SMS Project Description School Management System is complete school management software designed to automate a schools diverse operations from classes exams to school events calendar This school software has a powerful online community to bring parents teachers and student on a common interactive platform It is paperless office automation solution for todays modern schools The School Management System provides the facility to carry out all day to day activities of the school making them fast easy efficient and accurate Environment Presentation Layer HTML CSS JavaScript Jquery Business Layer NET Framework 45 ASPNet MVC5 Database Layer SQL Server 2012 Operating System Windows 7 Features  Project includes the feature of testing type and the activity on the project activities  Project includes the online management and test process Role and Responsibilities  Worked in Development of Backend Like Data Collections  Database Schema Designing and Create Database Dictionary  Made Database Constraints  I was also worked on Frontend Designing like Screen Generations form Designing  Applying client side Validation  SRS documentation and Development 6 Project Name CREDIT MONITORING application Using the CREDIT MONITORING application RMs UHs Credit Controllers and CMUs are able to monitor and manage the following items online update the regularization dates and add their comments as well as generate reports  Overdrafts  Past Dues  SBLC  FG Expiry  Mortgage Expiry  Cheques Returns  Failed Direct Debit  NBF vs CB Classification Relationship Manager The relationship manager can only update the Regularization Date and the RM Comments All other fields will be disabled greyedout for the relationship manager On updating the Regularization Date and the RM Comments a successful message will be displayed to the RM and then the RM will be navigated to the Dashboard screen again Credit Controller CCU The credit controller can only update the CCU Comments if and only if the Regularization Date and RM Comments are present Otherwise the CCU Comments field will be disabled greyedout  All other fields will also be disabled greyedout for the CCU On updating the CCU Comments a successful message will be displayed to the CCU and then the CCU will be navigated to the Dashboard screen CMU The CMU can only update the CMU comments if and only if the CCU Comments are present Otherwise the CMU Comments field should be disabled greyedout  All other fields will be disabled greyedout for the CMU On updating the CMU Comments a successful message will be displayed to the CMU and then the CMU will be navigated to the Dashboard screen UH The UH can only update the UH comments All other fields will be disabled greyedout for the UH On updating the UH Comments a successful message will be displayed to the UH and then the UH will be navigated to the Dashboard screen Environment Presentation Layer HTML CSS JavaScript Jquery Business Layer NET Framework 45 ASPNet MVC5 Database Layer SQL Server 2012 Operating System Windows 7 Role and Responsibilities  Understanding requirements Coding and unit testing  SRS documentation and Development Education Details  MCM  Pune Maharashtra Pune University BSc Computer Science Indore Madhya Pradesh DAVV UniversityDesignation  Dot Net Developer Dot Net DeveloperSkill Details Entity Framework Exprience  Less than 1 year monthsC Exprience  Less than 1 year monthsAspNet Exprience  Less than 1 year monthsJavascript Exprience  Less than 1 year monthsOOP Exprience  Less than 1 year monthsASPNet MVC Exprience  Less than 1 year monthsCSS Exprience  Less than 1 year monthsAjax Exprience  Less than 1 year monthsSQL Exprience  Less than 1 year monthsJquery Exprience  Less than 1 year monthsHTML Exprience  Less than 1 year monthsJSON Exprience  Less than 1 year monthsCompany Details company  Cognizant Technology Solutionsdescription  I am working as a dot net developercompany  NiLux Software Ltddescription  I was worked as a dot net developercompany  Nilux Software Ltddescription,DotNet Developer,tech_resumes1_csv
851,TECHNICAL SKILLS  Programming Languages CNET  Web Technologies ASPNET MVC Web API Angular JQuery HTML5 CSS3 Bootstrap  Database SQL Server 2014  IDE Visual Studio 2015 Visual Studio Code  Office Packages MSOffice Access Word Excel Education Details January 2016 BScComputer Science  Solapur Maharashtra Solapur UniversityDOT NET Developer DOT NET Developer  Navshar Global SoftwareSkill Details NET Exprience  15 monthsASP Exprience  15 monthsASPNET Exprience  15 monthsBOOTSTRAP Exprience  15 monthsjQuery Exprience  15 monthsASPNET MVC Exprience  Less than 1 year monthsAngularjs Exprience  Less than 1 year monthsC Exprience  Less than 1 year monthsEntity Framework Exprience  Less than 1 year monthsCompany Details company  Navshar Global Softwaredescription  017PROJECTS WORKED ON1 Navnirman Tech Festival Navnirman Tech Festival is a technical event management application that is used to scheduling and organizing event Technologies ASPNET MVC SQL Server Entity Framework AJAX JQuery Role Involved Everywhere2 Like Security The Like Security web application provides trusted services and man power as well labour management Technologies ASPNET MVC SQL Server Bootstrap AJAX JQuery Role Involved Everywhere3 Performance Review In House Project This is an InHouse Web application which is used to fill the review for particular Employee by other employees who worked with him This application is very useful to take decision in appraisal of employee All the submitted review can be downloaded in PDF format as per selection Technologies ASPNET MVC Entity Framework SQL Server AJAX JQuery Role Involved Everywherecompany  Nonedescription  None,DotNet Developer,tech_resumes1_csv
793,Computer skills  Yes SQL knowledgeyes Unix knowledgeyes Data warehouse knowledgeyes Ab intio yee MY HOBBIES   Playing Cricket football  Reading books  Visiting new placesTravelling DECLARATION I hereby declare that the above mentioned information is factual and correct up to the best of my knowledge and belief Date 27012019 MR MANISH PRABHAKAR PATIL Place MUMBAI Education Details June 2014 to June 2015 Bachelors Electronics and Telecommunication  A C Patil college of EngineeringJanuary 2009 to January 2011  Engineering Navi Mumbai Maharashtra Bharati vidyapeethJanuary 2008 HSC  Mumbai Maharashtra Khalsa collegeETL Informatica Developer ETL DEVELOPERSkill Details ETL Exprience  Less than 1 year monthsData Warehouse Exprience  Less than 1 year monthsDatastage Exprience  Less than 1 year monthsCompany Details company  Reliance Infocommdescription  I havevbeen working as ETL Developer in reliance industries in India for the past 3yearsI have very good knowledge of Informatica and SQL as well as good knowledge of UnixI am willing to work in yours company as Developer,ETL Developer,tech_resumes1_csv
804,Technical Summary  Knowledge of Informatica Power Center ver 91 and 10 ETL Tool Mapping designing usage of multiple transformations Integration of various data source like SQL Server tables Flat Files etc into target data warehouse  SQLPLSQL working knowledge on Microsoft SQL server 2010  Unix Work Description shell scripting error debugging  Job scheduling using Autosys Incident management and Change Requests through Service Now JIRA Agile Central  Basic knowledge of Intellimatch Reconciliation tool Education Details January 2010 to January 2014 BTech CSE Sangli Maharashtra Walchand College of EngineeringOctober 2009 HSC  Sangli Maharashtra Willingdon CollegeAugust 2007 SSC Achievements Sangli Maharashtra Martins English SchoolETL Developer IT AnalystSkill Details ETL Exprience  48 monthsEXTRACT TRANSFORM AND LOAD Exprience  48 monthsINFORMATICA Exprience  48 monthsMS SQL SERVER Exprience  48 monthsRECONCILIATION Exprience  48 monthsJira Exprience  36 monthsCompany Details company  Tata Consultancy Servicesdescription  Project DetailsClientProject Barclays UK LondonHEXADEnvironment Informatica Power Center SQL Server UNIX Autosys IntellimatchProject DescriptionThe objective is to implement a strategic technical solution to support the governance and monitoring of break standards  including enhancements to audit capabilities As a part of this program the required remediation of source system data feeds involves consolidation of data into standardized feedsThese remediated data feeds will be consumed by ETL layer The reconciliation tool isdesigned to source data from an ETL layer The data from the Front and Back office systemstogether with static data must therefore be delivered to ETL Here it will be preprocessed and delivered to reconciliation tool before the reconciliation process can be performedRole and Responsibilities Responsible for analyzing designing and developing ETL strategies and processeswriting ETL specifications Requirement gathering Making functional documents and low level documents Developing and debugging the Informatica mappings to resolve bugs and identify the causes of failures User interaction to identify the issues with the data loaded through the application Developed mappings using different transformationscompany  Tata Consultancy Servicesdescription  Project DetailsClientProject Barclays UK LondonHEXADEnvironment Informatica Power Center SQL Server UNIX Autosys IntellimatchProject DescriptionThe objective is to implement a strategic technical solution to support the governance and monitoring of break standards  including enhancements to audit capabilities As a part of this program the required remediation of source system data feeds involves consolidation of data into standardized feedsThese remediated data feeds will be consumed by ETL layer The reconciliation tool isdesigned to source data from an ETL layer The data from the Front and Back office systemstogether with static data must therefore be delivered to ETL Here it will be preprocessed and delivered to reconciliation tool before the reconciliation process can be performedRole and Responsibilities Responsible for analyzing designing and developing ETL strategies and processeswriting ETL specifications Requirement gathering Making functional documents and low level documents Developing and debugging the Informatica mappings to resolve bugs and identify the causes of failures User interaction to identify the issues with the data loaded through the application Developed mappings using different transformations,ETL Developer,tech_resumes1_csv
796,Education Details January 2015 Bachelor of Engineering EXTC Mumbai Maharashtra Mumbai UniversityJanuary 2012 Diploma Industrial Electronics Vashi MAHARASHTRA IN Fr Agnel PolytechnicETL Developer ETL DeveloperSkill Details informatica Exprience  36 monthsCompany Details company  Blue Shield of Californiadescription  Duration Mar 2016  Sept 2017DescriptionBlue Shield of California BSC is health plan provider The intent of this project is to process feeds coming in and going out of BSC system related to eligibility enrollment and claims subject areas All these feeds comes in different formats and are processed using Informatica 961 Oracle 11g Facets 50 TidalTechnical environment ETL tool Informatica power Center 961 Oracle 11g SQL PLSQL UNIX Facets Tidal JIRA PuttyRole ETL DeveloperResponsibilities  Responsible for analyzing the business requirement document  Involved in development of Informatica mappings using different transformations like source qualifier expression filter router joiner union aggregator normalizer sorter lookup and its corresponding sessions and workflows Extensively used Informatica Debugger to figure out the problems in mapping and involved in troubleshooting the existing bugs Writing Unix Scripts  SQLs as per the business requirement Impact analysis of change requests  their development Data fabrication using Facets screens as well as SQL statements in membership domain Unit testing  trouble shooting using Informatica debugger SQL query  preparation of Unit Test Cases Prepare documents for design unit testing and impact analysisAwards  Achievements  Received Kudos Award at Syntel for contribution in error free work commitment towards learning client appreciation and outstanding display of Syntel values Received appreciation from Management for outstanding performance in complete tenure Received spot recognition for automation done in project,ETL Developer,tech_resumes1_csv
797,SKILL SET  Talend Big Data  Informatica Power center  Microsoft SQL Server  SQL Platform 621 Management Studio Workbench  AWS Services  Talend Administration Console  Microsoft Visual  Redshift TAC Studio  Athena  Data Warehouse Concept  Star  SQL  S3 Schema Facts Dimensions  Data Modeling   Data Integration Microsoft Access Education Details January 2012 to January 2016 BE  Mumbai Maharashtra University of MumbaiJanuary 2012 CBSE Technology Kochi Kerala St FrancisTalend ETL Developer Talend ETL Developer  Tata Consultancy ServicesSkill Details DATA WAREHOUSE Exprience  23 monthsDATABASE Exprience  20 monthsINTEGRATION Exprience  20 monthsINTEGRATOR Exprience  20 monthsMS SQL SERVER Exprience  20 monthsCompany Details company  Tata Consultancy Servicesdescription  Prepared ETL mapping Documents for every mapping and Data Migration document for smooth transfer of project from development to testing environment and then to production environment Performed Unit testing and System testing tovalidate data loads in the target Troubleshoot long running jobs and fixed the issues Expertise in creating mappings in TALEND using Big Data supporting components such as tJDBCConfiguration tJDBCInputtHDFSConfiguration tS3configuration tCacheOut tCacheIn tSqlRow and standard components like tFileInputDelimitedtFileOutputDelimited tMap tJoin tReplicate tParallelize tConvertType tAggregate tSortRow tFlowMeter tLogCatchertRowGenerator tJava tJavarow tAggregateRow tFilter etc Used ETL methodologies and best practices to create Talend ETL jobs Followed and enhanced programming and namingstandards Developed jobs components and Joblets in Talend Used tRunJob component to run child job from a parent job and to pass parameters from parent to child job Created and deployed physical objects including custom tables custom views stored procedures and indexes to SQL server for Staging and DataWarehouse environment Involved in writing SQL Queries and used Joins to access data from MySQL Created and managed Source to Target mapping documents for all Facts and Dimension tables Broad design development and testing experience with Talend Integration Suite and knowledge in Performance Tuning of mappings Extensively used tMap component which does lookup  Joiner Functions Experienced in writing expressions within tmap as per the business need Handled insert and update Strategy using tSQLRow Created Implicit local and global Context variables in the job to run Talend jobs against different environments Worked on Talend Administration Console TAC for scheduling jobs and adding users Experienced in Building a Talend job outside of a Talend studio as well as on TAC server Developed mappings to load Fact and Dimension tables SCD Type 1 and SCD Type 2 dimensions and Incremental loading and unit tested the mappings Developed Framework Integrated Job which schedules multiple jobs at a time and updates the last successful run timesuccess status sending mail for failed jobs maintaining the counts in SQL Database Used tParalleize component and multithread execution option to run subjobs in parallel which increases the performance of a job Created Talend jobs to copy the files from one server to another and utilized Talend FTP components Implemented FTPoperations using Talend Studio to transfer files in between network folders as well as to FTP server using components like tFileList tS3Put tFTPut tFileExist tFTPConnection etc Extracted data from flat files databases applied business logic to load them in the staging database as well as flat files Successfully Loaded Data into different targets from various source systems like SQL Database DB2 Flatfiles XML files etc into the Staging table and then to the target databasecompany  Tata Consultancy Servicesdescription  Experience in development and design of ETL Extract Transform and Loading data methodology for supporting datatransformations and processing in a corporate wide ETL Solution using TALEND Big Data Platform   Excellent working experience in Agile methodologies   Proficiency in gathering and understanding the client requirements and translate business needs into technicalrequirements   Design and develop endtoend ETL process from various source systems to Staging area from staging to Data Warehousesoliciting and documenting business functional and data requirements contextvariable diagrams use cases and ETLrelated diagrams   Excellent oralwritten communication with ability to effectively work with onsite and remote teams   A good team player with excellent problem solving ability and time management skills having profound insight to determinepriorities schedule work and meet critical deadlinescompany  Tata Consultancy Servicesdescription  Prepared ETL mapping Documents for every mapping and Data Migration document for smooth transfer of project from development to testing environment and then to production environment Performed Unit testing and System testing tovalidate data loads in the target Troubleshoot long running jobs and fixed the issues,ETL Developer,tech_resumes1_csv
821,Education Details January 2015 Bachelor of Engineering EXTC Mumbai Maharashtra Mumbai UniversityJanuary 2012 Diploma Industrial Electronics Vashi MAHARASHTRA IN Fr Agnel PolytechnicETL Developer ETL DeveloperSkill Details informatica Exprience  36 monthsCompany Details company  Blue Shield of Californiadescription  Duration Mar 2016  Sept 2017DescriptionBlue Shield of California BSC is health plan provider The intent of this project is to process feeds coming in and going out of BSC system related to eligibility enrollment and claims subject areas All these feeds comes in different formats and are processed using Informatica 961 Oracle 11g Facets 50 TidalTechnical environment ETL tool Informatica power Center 961 Oracle 11g SQL PLSQL UNIX Facets Tidal JIRA PuttyRole ETL DeveloperResponsibilities  Responsible for analyzing the business requirement document  Involved in development of Informatica mappings using different transformations like source qualifier expression filter router joiner union aggregator normalizer sorter lookup and its corresponding sessions and workflows Extensively used Informatica Debugger to figure out the problems in mapping and involved in troubleshooting the existing bugs Writing Unix Scripts  SQLs as per the business requirement Impact analysis of change requests  their development Data fabrication using Facets screens as well as SQL statements in membership domain Unit testing  trouble shooting using Informatica debugger SQL query  preparation of Unit Test Cases Prepare documents for design unit testing and impact analysisAwards  Achievements  Received Kudos Award at Syntel for contribution in error free work commitment towards learning client appreciation and outstanding display of Syntel values Received appreciation from Management for outstanding performance in complete tenure Received spot recognition for automation done in project,ETL Developer,tech_resumes1_csv
57,Education Details  MBA   ACN College of engineering  mgtHR Skill Details Company Details company  HR Assistantdescription,HR,tech_resumes1_csv
76,Education Details June 2012 to May 2015 BA Economics Chennai Tamil Nadu SdnbvcHr Skill Details Company Details company  Anything IT Solutiondescription  Hr,HR,tech_resumes1_csv
71,Computer Knowledge  Proficient in basic use of MS office  Microsoft Dynamics AX software  SAIBA softwareEducation Details  MBA   Distance education Bharathiar University BE   PA College of Engineering and Technology HSC   RVG Hr Sec School SSC   GHrSec SchoolHR Admin in BharatSkill Details DYNAMICS Exprience  6 monthsDYNAMICS AX Exprience  6 monthsMICROSOFT DYNAMICS Exprience  6 monthsMICROSOFT DYNAMICS AX Exprience  6 monthsMS OFFICE Exprience  6 monthsCompany Details company  Sri Ramesh Gaarmentdescription  TirupurAdministration as well as clients serviceHere corporate companies only insured so that knowledge gathered aboutGarments spinning mills FEB 2018 to Still Sri Ramesh Gaarment TirupurHR ActivitiesAttendance maintenance Time cards maintenanceStaffs and labors individual records maintenanceProject Advanced automobile collision avoidance and blackbox in CAR,HR,tech_resumes1_csv
50,SOFTWARE SKILLS  General Computer Proficiency  Program Langages known C C Java Web Programming  Tools  Software know MATLAB DBMS KEY STRENGTHS  Posses Good communication and analytic skills  Positive thinking Sincere Hard work Honesty Responsibility  Enthusiastic to learn new skills  take up new tasks  Self  motivated  Ready to accept challenges Education Details January 2014 to January 2017 BE in computer science and engineering computer science engineering  Adichunchanagiri institute of technology chikmagalurHR Skill Details DATABASE MANAGEMENT SYSTEM Exprience  6 monthsDBMS Exprience  6 monthsJAVA Exprience  6 monthsMATLAB Exprience  6 monthsCompany Details company  Yours Trulydescription  Jayashree H K,HR,tech_resumes1_csv
48,Training in Special Education Certificate Course Education Details July 2016 to October 2018 MSc Psychology with specialization in Organizational Behaviour Malappuram Kerala Calicut UniversityJuly 2013 to March 2016 BSc Psychology Thrissur Prajyoti Niketan CollegeHR Skill Details Company Details company  description  I have done a 30 days internship in the HR department of Foster Hot Breads KINFRA Malappuram Kerala and I have also done a 60 days internship at Santhwana Institute of Counselling and Psychotherapy Cochin Kerala as Counsellor,HR,tech_resumes1_csv
777,Education Details Hadoop Developer Hadoop Developer  INFOSYSSkill Details Company Details company  INFOSYSdescription  Project Description The banking information had stored the data in different data ware house systems for each department but it becomes difficult for the organization to manage the data and to perform some analytics on the past data so it is combined them into a single global repository in Hadoop for analysisResponsibilities       Analyze the banking rates data set       Create specification document       Provide effort estimation       Develop SPARK Scala SPARK SQL Programs using Eclipse IDE on WindowsLinux environment       Create KPIs test scenarios test cases test result document       Test the Scala programs in Linux Spark Standalone mode       setup multi cluster on AWS deploy the Spark Scala programs       Provided solution using Hadoop ecosystem  HDFS MapReduce Pig Hive HBase and Zookeeper       Provided solution using large scale serverside systems with distributed processing algorithms       Created reports for the BI team using Sqoop to export data into HDFS and Hive       Provided solution in supporting and assisting in troubleshooting and optimization of MapReduce jobs andPig Latin scripts       Deep understanding of Hadoop design principles cluster connectivity security and the factors that affectsystem performance       Worked on Importing and exporting data from different databases like Oracle Teradata into HDFS and Hiveusing Sqoop TPT and Connect Direct       Import and export the data from RDBMS to HDFSHBASE       Wrote script and placed it in client side so that the data moved to HDFS will be stored in temporary file and then it will start loading it in hive tables       Developed the Sqoop scripts in order to make the interaction between Pig and MySQL Database       Involved in developing the Hive Reports Partitions of Hive tables       Created and maintained technical documentation for launching HADOOP Clusters and for executing HIVEqueries and PIG scripts       Involved in running Hadoop jobs for processing millions of records of text dataEnvironment Java Hadoop HDFS MapReduce Pig Hive Sqoop Flume Oozie HBase Spark ScalaLinux NoSQL Storm Tomcat Putty SVN GitHub IBM WebSphere v85Project 1 TELECOMMUNICATIONSHadoop DeveloperDescription To identify customers who are likely to churn and 360degree view of the customer is created from different heterogeneous data sources The data is brought into data lake HDFS from different sources and analyzed using different Hadoop tools like pig and hiveResponsibilities       Installed and Configured Apache Hadoop tools like Hive Pig HBase and Sqoop for application development and unit testing       Wrote MapReduce jobs to discover trends in data usage by users       Involved in database connection using SQOOP       Involved in creating Hive tables loading data and writing hive queries Using the HiveQL       Involved in partitioning and joining Hive tables for Hive query optimization       Experienced in SQL DB Migration to HDFS       Used NoSQLHBase for faster performance which maintains the data in the DeNormalized way for OLTP       The data is collected from distributed sources into Avro models Applied transformations and standardizations and loaded into HBase for further data processing       Experienced in defining job flows       Used Oozie to orchestrate the workflow       Implemented Fair schedulers on the Job tracker to share the resources of the Cluster for the Map Reducejobs given by the users       Exported the analyzed data to the relational databases using HIVE for visualization and to generate reports for the BI teamEnvironment Hadoop Hive Linux MapReduce HDFS Hive Python Pig Sqoop Cloudera Shell ScriptingJava JDK 16 Java 6 Oracle 10g PLSQL SQLPLUS,Hadoop,tech_resumes1_csv
753,Technical Skill Set Programming Languages Apache Hadoop Python shell scripting SQL Technologies Hive Pig Sqoop Flume Oozie Impala hdfs Tools Dataiku Unravel Cloudera Putty HUE Cloudera Manager Eclipse Resource Manager Initial Learning Program Tata Consultancy Services June 2015 to August 2015 Description This is a learning program conducted by TCS for the newly joined employees to accomplish them to learn the working standard of the organization During this period employee are groomed with various technical as well as ethical aspects Education Details  BE Electronics  Communication Indore Madhya Pradesh Medicaps Institute of Technology  ManagementHadoop developer hadoophivesqoopflumepigmapreducepythonimpalasparkscalasqlunixSkill Details APACHE HADOOP SQOOP Exprience  31 monthsHadoop Exprience  31 monthsHADOOP Exprience  31 monthsHive Exprience  31 monthsSQOOP Exprience  31 monthspython Exprience  Less than 1 year monthshdfs Exprience  Less than 1 year monthsunix Exprience  Less than 1 year monthsimpala Exprience  Less than 1 year monthspig Exprience  Less than 1 year monthsunravel Exprience  Less than 1 year monthsmapreduce Exprience  Less than 1 year monthsdataiku Exprience  Less than 1 year monthsCompany Details company  Tata Consultancy Servicesdescription  Project DescriptionData warehouse division has multiple products for injecting storing analysing and presenting data The Data Lake program is started to provide multitalent secure data hub to store applications data on Hadoop platform with strong data governance lineage auditing and monitoring capabilities The object of the project is to provide necessary engineering support to analytics and application teams so that they can focus on the business logic development In this project the major task is to set up the Hadoop cluster and govern all the activities which are required for the smooth functioning of various Hadoop ecosystems As the day and day data increasing so to provide stability to the ecosystem and smooth working of it Developing and automating the various requirement specific utilitiesResponsibility 1 Developed proactive Health Check utility for Data Lake The utility proactively checks the smooth functioning of all Hadoop components on the cluster and sends the result to email in HTML format The utility is being used for daily Health Checks as well as after upgrades2 Getting the data in different formats and processing the data in Hadoop ecosystem after filtering the data using the appropriate techniques3 Developed data pipeline utility to ingest data from RDBMS database to Hive external tables using Sqoop commands The utility also offers the data quality check like row count validation4 Developed and automated various cluster health check usage capacity related reports using Unix shell scripting5 Optimization of hive queries in order to increase the performance and minimize the Hadoop resource utilizations6 Creating flume agents to process the data to Hadoop ecosystem side7 Performed benchmark testing on the Hive Queries and impala queries8 Involved in setting up the cluster and its components like edge node and HA implementation of the services Hive Server2 Impala and HDFS9 Filtering the required data from available data using different technologies like pig regex Serde etc10 Dataiku benchmark testing on top of impala and hive in compare to Greenplum database11 Moving the data from Greenplum database to Hadoop side with help of Sqoop pipeline process the data to Hadoop side and storing the data into hive tables to do the performance testing12 Dealing with the Hadoop ecosystem related issues in order to provide stability to WM Hadoop ecosystem13 Rescheduling of job from autosys job hosting to TWS job hosting for better performanceDeclarationI hereby declare that the above mentioned information is authentic to the best of my knowledgecompany  Tata Consultancy Servicesdescription  Clients 1 Barclays 2 Union bank of California UBC 3 Morgan Stanley MSKEY PROJECTS HANDLEDProject Name ABSA Reconciliations UBC and WMDATALAKE COEcompany  Tata Consultancy Servicesdescription  Project DescriptionMigration of data from RDBMS database to Hive Hadoop ecosystem  Hadoop platform ability with strong data governance lineage auditing and monitoring capabilities The objective of this project was to speed up the data processing so that the analysis and decision making become easy Due to RDBMS limitations to process waste amount of data at once and produce the results at the earliest Client wanted to move the data to Hadoop ecosystem so that they can overcome from those limitations and focus on business improvement onlyResponsibility 1 Optimising the SQL queries for those data which were not required to move from RDBMS to any other platform2 Writing the Hive queries and logic to move the data from RDBMS to Hadoop ecosystem3 Writing the hive queries to analyse the required data as per the business requirements4 Optimization of hive queries in order to increase the performance and minimize the Hadoop resource utilizations5 Writing the sqoop commands and scripts to move the data from RDBMS to Hadoop sidecompany  Tata Consultancy Servicesdescription  Project DescriptionCreate recs and migrating static setup of reconciliations from 81 version to 91 version of the environment IntellimatchResponsibility 1 Have worked on extracting business requirements analyzing and implementing them in developing Recs 2 Worked on migrating static setup of reconciliations from 81 version to 91 version of the environment Intellimatch3 Done the back end work where most of the things were related to writing the sql queries and provide the data for the new recsProject Name   PSO,Hadoop,tech_resumes1_csv
