Category,Resume
Python Developer,Training attended 1 Successfully completed ESD program conducted by Zensar Technologies Pune in 2017 2 Successfully completed Employability training conducted by Barclays Global Talent Track and NASSCOM foundation in 2015 Achievements 1 Treasurer in IEEE student branch at JSCOE Pune for 201718 2 Worked as team leader in colleges various technical and cultural events from 2016  2017 3 Project idea got selected for final prototyping round in KPITSparkle 2018 Pune 4 Participated in Avishkar 2017 conducted by Savitribai Phule Pune University 5 Project idea submitted in Accenture Innovation 2018 Pune 6 Brought sponsorship of Rs 15000 from Platinum Auto formerly Royal Enfield in 2017 Pune 7 Secured 1 st Rank for college level competition of Poster presentation on Smart ambulance in 2017 Pune 8 Organized IEEE workshop on Excellence in English and Public Speaking in 2017 Pune Workshops attended 1 Successfully completed 4 days workshop on Medical IOT conducted by IEEE standards association at VIP in 2017 Pune 2 Successfully completed 2 days workshop on Introduction to Arduino at SCOE in 2016 Pune 3 Successfully completed 3 days workshop on Robotics for Juniors conducted by Computer Society of India at SKNCOE in 2016 Pune 4 Participated in various intercollege technical competitions at SCOE PICT and AISSMS Pune Education Details June 2018 Bachelor of Engineering Computer Pune Maharashtra Savitribai Phule Pune UniversityJune 2014 HSC   Maharashtra State BoardJune 2012 SSC   Maharashtra State BoardPython Developer Python Developer  Atos SyntelSkill Details PYTHON Exprience  15 monthsDATABASE Exprience  7 monthsMYSQL Exprience  7 monthsDJANGO Exprience  6 monthsHTML5 Exprience  6 monthsREST API Exprience  6 monthsCompany Details company  Atos Synteldescription  Working as a developer in the field of computer vision for a US based client in banking domain1 Design and development of computer vision based algorithms for image preprocessing using OpenCV PIL and Numpy2 Unit testing and debugging the code and maintaining the versions using Git
Python Developer, Operating Systems Windows  Others MS Excel MS Office MS Power Point Key Projects Handled Project Title fruit sorting and disease detection Client Kranti Dynamics Team Size 5 Education Details January 2014 BE Electronics Mumbai Maharashtra University of MumbaiPython Developeranalyst python developer and data analystSkill Details python scriptingprogrammingdeveloping Exprience  12 monthsfrontend  html Exprience  12 monthspython liabrary numpypandasmatplolibrequestsbeautiful soap Exprience  12 monthsmysql Exprience  12 monthsdjango Exprience  12 monthsweb scrapping Exprience  Less than 1 year monthsCompany Details company  Ace The Power of 5description  The Accountabilities Understanding the functional requirements of the application given by the client Participated in walkthroughs of business requirements functional requirements and technical design to ensure their testability Responsible for Software Configuration Management of project deliverablesTechnical skill set Languages C C  Java pythonpython liabraymysqldjangohtml Scripting Python GUI development Tk Javacompany  kranti dyanamicsdescription  programmingscriptingdeveloperweb scrapping
Python Developer,Technical Skills  Responsibilities  Hands on Experience with Production and Maintenance of Projects  Experience in handling projects in agile methodology  Experience in handling projects in SDLC Involved in each stage of Software Development Life Cycle  Responsible to gather requirement Customer Interaction and providing Estimate  solution document then as per process FS TS Coding UTP UTR PTF SOW submission to customer  Having strong knowledge of Debugging and Testing based on Python and AS400  Worked as Change Controller  Responsible for promoting changes in Development to UAT and LIVE environment through Pivotal Cloud Foundry  Have good communication skills Inter personal skills hardworking and result oriented as an Individual and in team Certification and Trainings  Completed Internal Python training  Completed Internal Python Web Crawling training  Completed Internal Python Web Scraping training  Completed Internal Python for Data Science training  Completed Internal MongoDB training  Completed Internal MySQL training  Completed Internal PostgreSQL training  Completed Internal DJango training  Completed Internal Angular 6 HTML CSS training  Completed German A1 level and preparing for A2 from GoetheInstitute  Completed Internal Core Java training  Completed IBM I series AS400 Training course at Maples Institute Pune  Complete Internal MOVEX ERP training Techn AS400RPGRPGLE  Completed Internal M3 ERP training Techn Java  Completed Internal Stream serve training  Completed M3 Enterprise Collaborator MEC trainingEducation Details  MSc Computer Science Pune Maharashtra Pune University BSc Computer Science Pune Maharashtra Pune University HSC  Pune Maharashtra Pune UniversityPython RESTful API developer Python developer  KPIT TechnologiesSkill Details Flask Exprience  Less than 1 year monthsPython Exprience  Less than 1 year monthsRestful Exprience  Less than 1 year monthsRest Exprience  Less than 1 year monthsNumpy Exprience  Less than 1 year monthsAS400 Exprience  90 monthsCompany Details company  KPIT Technologiesdescription  since 6th July 2011 to till date Currently working as a Python API developer having 2 years of experience in Python MongoDBMySQL developmentsupport project Worked as a M3 Java developer and Stream serve developer of MovexM3 ERP for 1year Worked as a Senior AS400 and Stream serve developer of MovexM3 ERP for 4 yearsTechnical Expertise Python development Python  MongoDB Python  MySql Python Cache  Memoization Python GIT Python PWS Pivotal Web Service  Cloud Foundry German A1 Level M3Movex ERP development M3 Java of MovexM3 ERP AS400 development of MovexM3 ERP Stream Server development of MovexM3 ERP MovexM3 Standards RPG400 CL400 ILE RPG ILE CL DB2400 QUERY400 and SQL400 Subfiles Printer Files PF LF MovexM3 Flows Programs  database structure MI Programs
Python Developer,Education Details June 2013 to June 2016 Diploma Computer science Pune Maharashtra AissmsJune 2016 BE pursuing Computer science Pune Maharashtra Anantrao pawar college of Engineering  Research centrePython Developer Skill Details Company Details company  Cybage Software Pvt Ltddescription  I want to work in organisation as a python developer to utilize my knowledge  To gain more knowledge with our organisation
Python Developer,TECHNICAL PROFICIENCIES Platform UbuntuFedoraCent OSWindows Database MySQL Languages Python Tensorflow Numpy C C Education Details January 2016 ME Computer Engineering Pune Maharashtra Savitribai Phule Pune UniversityJanuary 2014 BE Computer Engineering Pune Maharashtra Savitribai Phule Pune UniversityJanuary 2010    RYK Science College Maharashtra state boardJanuary 2008    Maharashtra state boardPython developer Python DeveloperSkill Details C Exprience  6 monthsMYSQL Exprience  6 monthsPYTHON Exprience  6 monthsCompany Details company  Fresherdescription  Python programming
Python Developer,Technical Skills Languages Python Python Framework Django DRF Databases MySQL Oracle Sqlite MongoDB Web Technologies CSS HTML RESTful Web Services REST Methodologies Agile Scrum Version Control Github Project Managent Tool Jira Operating Systems Window Unix Education Details  BE   DrBAMUAurangabadPython Developer Python Developer  Arsys Inovics pvt ltdSkill Details CSS Exprience  31 monthsDJANGO Exprience  31 monthsHTML Exprience  31 monthsMYSQL Exprience  31 monthsPYTHON Exprience  31 monthsweb services Exprience  Less than 1 year monthsLogger Exprience  Less than 1 year monthsMongodb Exprience  Less than 1 year monthsjson Exprience  Less than 1 year monthsUnix Exprience  Less than 1 year monthsRest Exprience  Less than 1 year monthsSqlit3 Exprience  Less than 1 year monthsCompany Details company  Arsys inovics pvt ltddescription  Project  FMAS Frequency Monitoring and Analysis Systems  FMASFMAS is a project for managing network inventory network communication fault management  network traffic analysis The telecommunications service providers are used to support a range of telecommunication services The Operations Support Systems OSS collectively provides support for various elements used in Public Switched Telephone Networks for example processing an order may require information on the services the customer already has the network they are using and currently available resourcesResponsibilities Participated in entire lifecycle of the projects including Design Development and Deployment Testing and Implementation and support Developed views and templates with Python and Djangos view controller and templating language to created userfriendly website interface Implemented navigation rules for the application and page outcomes written controllers using annotations Created this project using Django Django REST API MYSQL PyMYSQL Python HTML5 CSS3 Created CRUD methods get post put delete to make requests to the API server and tested Restful APIusing Postman Created Unit test cases for unit testing Worked with JSON based REST Web services Wrote Python routines to log into the websites and fetch data for selected options Used Python modules such as requests urllib for web crawling Added the navigations and paginations and filtering columns and adding and removing the desired columns for view Created a Git repository and added the project to GitHub Utilized Agile process and JIRA issue management to track sprint cycles Worked in an agile development environmentEnvironment Python Django MySQL HTML CSS SQLAlchemy JSON agile Web Services REST Urllibcompany  Arsysdescription  1 Working as back end as well as front end developer2 working on rest and restfull apis3 Design and develop a project in Agile scrum4 Git hub for code deployment5 Working on MVT 
Python Developer,Training attended 1 Successfully completed ESD program conducted by Zensar Technologies Pune in 2017 2 Successfully completed Employability training conducted by Barclays Global Talent Track and NASSCOM foundation in 2015 Achievements 1 Treasurer in IEEE student branch at JSCOE Pune for 201718 2 Worked as team leader in colleges various technical and cultural events from 2016  2017 3 Project idea got selected for final prototyping round in KPITSparkle 2018 Pune 4 Participated in Avishkar 2017 conducted by Savitribai Phule Pune University 5 Project idea submitted in Accenture Innovation 2018 Pune 6 Brought sponsorship of Rs 15000 from Platinum Auto formerly Royal Enfield in 2017 Pune 7 Secured 1 st Rank for college level competition of Poster presentation on Smart ambulance in 2017 Pune 8 Organized IEEE workshop on Excellence in English and Public Speaking in 2017 Pune Workshops attended 1 Successfully completed 4 days workshop on Medical IOT conducted by IEEE standards association at VIP in 2017 Pune 2 Successfully completed 2 days workshop on Introduction to Arduino at SCOE in 2016 Pune 3 Successfully completed 3 days workshop on Robotics for Juniors conducted by Computer Society of India at SKNCOE in 2016 Pune 4 Participated in various intercollege technical competitions at SCOE PICT and AISSMS Pune Education Details June 2018 Bachelor of Engineering Computer Pune Maharashtra Savitribai Phule Pune UniversityJune 2014 HSC   Maharashtra State BoardJune 2012 SSC   Maharashtra State BoardPython Developer Python Developer  Atos SyntelSkill Details PYTHON Exprience  15 monthsDATABASE Exprience  7 monthsMYSQL Exprience  7 monthsDJANGO Exprience  6 monthsHTML5 Exprience  6 monthsREST API Exprience  6 monthsCompany Details company  Atos Synteldescription  Working as a developer in the field of computer vision for a US based client in banking domain1 Design and development of computer vision based algorithms for image preprocessing using OpenCV PIL and Numpy2 Unit testing and debugging the code and maintaining the versions using Git
Python Developer, Operating Systems Windows  Others MS Excel MS Office MS Power Point Key Projects Handled Project Title fruit sorting and disease detection Client Kranti Dynamics Team Size 5 Education Details January 2014 BE Electronics Mumbai Maharashtra University of MumbaiPython Developeranalyst python developer and data analystSkill Details python scriptingprogrammingdeveloping Exprience  12 monthsfrontend  html Exprience  12 monthspython liabrary numpypandasmatplolibrequestsbeautiful soap Exprience  12 monthsmysql Exprience  12 monthsdjango Exprience  12 monthsweb scrapping Exprience  Less than 1 year monthsCompany Details company  Ace The Power of 5description  The Accountabilities Understanding the functional requirements of the application given by the client Participated in walkthroughs of business requirements functional requirements and technical design to ensure their testability Responsible for Software Configuration Management of project deliverablesTechnical skill set Languages C C  Java pythonpython liabraymysqldjangohtml Scripting Python GUI development Tk Javacompany  kranti dyanamicsdescription  programmingscriptingdeveloperweb scrapping
Python Developer,Technical Skills  Responsibilities  Hands on Experience with Production and Maintenance of Projects  Experience in handling projects in agile methodology  Experience in handling projects in SDLC Involved in each stage of Software Development Life Cycle  Responsible to gather requirement Customer Interaction and providing Estimate  solution document then as per process FS TS Coding UTP UTR PTF SOW submission to customer  Having strong knowledge of Debugging and Testing based on Python and AS400  Worked as Change Controller  Responsible for promoting changes in Development to UAT and LIVE environment through Pivotal Cloud Foundry  Have good communication skills Inter personal skills hardworking and result oriented as an Individual and in team Certification and Trainings  Completed Internal Python training  Completed Internal Python Web Crawling training  Completed Internal Python Web Scraping training  Completed Internal Python for Data Science training  Completed Internal MongoDB training  Completed Internal MySQL training  Completed Internal PostgreSQL training  Completed Internal DJango training  Completed Internal Angular 6 HTML CSS training  Completed German A1 level and preparing for A2 from GoetheInstitute  Completed Internal Core Java training  Completed IBM I series AS400 Training course at Maples Institute Pune  Complete Internal MOVEX ERP training Techn AS400RPGRPGLE  Completed Internal M3 ERP training Techn Java  Completed Internal Stream serve training  Completed M3 Enterprise Collaborator MEC trainingEducation Details  MSc Computer Science Pune Maharashtra Pune University BSc Computer Science Pune Maharashtra Pune University HSC  Pune Maharashtra Pune UniversityPython RESTful API developer Python developer  KPIT TechnologiesSkill Details Flask Exprience  Less than 1 year monthsPython Exprience  Less than 1 year monthsRestful Exprience  Less than 1 year monthsRest Exprience  Less than 1 year monthsNumpy Exprience  Less than 1 year monthsAS400 Exprience  90 monthsCompany Details company  KPIT Technologiesdescription  since 6th July 2011 to till date Currently working as a Python API developer having 2 years of experience in Python MongoDBMySQL developmentsupport project Worked as a M3 Java developer and Stream serve developer of MovexM3 ERP for 1year Worked as a Senior AS400 and Stream serve developer of MovexM3 ERP for 4 yearsTechnical Expertise Python development Python  MongoDB Python  MySql Python Cache  Memoization Python GIT Python PWS Pivotal Web Service  Cloud Foundry German A1 Level M3Movex ERP development M3 Java of MovexM3 ERP AS400 development of MovexM3 ERP Stream Server development of MovexM3 ERP MovexM3 Standards RPG400 CL400 ILE RPG ILE CL DB2400 QUERY400 and SQL400 Subfiles Printer Files PF LF MovexM3 Flows Programs  database structure MI Programs
Python Developer,Education Details June 2013 to June 2016 Diploma Computer science Pune Maharashtra AissmsJune 2016 BE pursuing Computer science Pune Maharashtra Anantrao pawar college of Engineering  Research centrePython Developer Skill Details Company Details company  Cybage Software Pvt Ltddescription  I want to work in organisation as a python developer to utilize my knowledge  To gain more knowledge with our organisation
Python Developer,TECHNICAL PROFICIENCIES Platform UbuntuFedoraCent OSWindows Database MySQL Languages Python Tensorflow Numpy C C Education Details January 2016 ME Computer Engineering Pune Maharashtra Savitribai Phule Pune UniversityJanuary 2014 BE Computer Engineering Pune Maharashtra Savitribai Phule Pune UniversityJanuary 2010    RYK Science College Maharashtra state boardJanuary 2008    Maharashtra state boardPython developer Python DeveloperSkill Details C Exprience  6 monthsMYSQL Exprience  6 monthsPYTHON Exprience  6 monthsCompany Details company  Fresherdescription  Python programming
Python Developer,Technical Skills Languages Python Python Framework Django DRF Databases MySQL Oracle Sqlite MongoDB Web Technologies CSS HTML RESTful Web Services REST Methodologies Agile Scrum Version Control Github Project Managent Tool Jira Operating Systems Window Unix Education Details  BE   DrBAMUAurangabadPython Developer Python Developer  Arsys Inovics pvt ltdSkill Details CSS Exprience  31 monthsDJANGO Exprience  31 monthsHTML Exprience  31 monthsMYSQL Exprience  31 monthsPYTHON Exprience  31 monthsweb services Exprience  Less than 1 year monthsLogger Exprience  Less than 1 year monthsMongodb Exprience  Less than 1 year monthsjson Exprience  Less than 1 year monthsUnix Exprience  Less than 1 year monthsRest Exprience  Less than 1 year monthsSqlit3 Exprience  Less than 1 year monthsCompany Details company  Arsys inovics pvt ltddescription  Project  FMAS Frequency Monitoring and Analysis Systems  FMASFMAS is a project for managing network inventory network communication fault management  network traffic analysis The telecommunications service providers are used to support a range of telecommunication services The Operations Support Systems OSS collectively provides support for various elements used in Public Switched Telephone Networks for example processing an order may require information on the services the customer already has the network they are using and currently available resourcesResponsibilities Participated in entire lifecycle of the projects including Design Development and Deployment Testing and Implementation and support Developed views and templates with Python and Djangos view controller and templating language to created userfriendly website interface Implemented navigation rules for the application and page outcomes written controllers using annotations Created this project using Django Django REST API MYSQL PyMYSQL Python HTML5 CSS3 Created CRUD methods get post put delete to make requests to the API server and tested Restful APIusing Postman Created Unit test cases for unit testing Worked with JSON based REST Web services Wrote Python routines to log into the websites and fetch data for selected options Used Python modules such as requests urllib for web crawling Added the navigations and paginations and filtering columns and adding and removing the desired columns for view Created a Git repository and added the project to GitHub Utilized Agile process and JIRA issue management to track sprint cycles Worked in an agile development environmentEnvironment Python Django MySQL HTML CSS SQLAlchemy JSON agile Web Services REST Urllibcompany  Arsysdescription  1 Working as back end as well as front end developer2 working on rest and restfull apis3 Design and develop a project in Agile scrum4 Git hub for code deployment5 Working on MVT 
Python Developer,Training attended 1 Successfully completed ESD program conducted by Zensar Technologies Pune in 2017 2 Successfully completed Employability training conducted by Barclays Global Talent Track and NASSCOM foundation in 2015 Achievements 1 Treasurer in IEEE student branch at JSCOE Pune for 201718 2 Worked as team leader in colleges various technical and cultural events from 2016  2017 3 Project idea got selected for final prototyping round in KPITSparkle 2018 Pune 4 Participated in Avishkar 2017 conducted by Savitribai Phule Pune University 5 Project idea submitted in Accenture Innovation 2018 Pune 6 Brought sponsorship of Rs 15000 from Platinum Auto formerly Royal Enfield in 2017 Pune 7 Secured 1 st Rank for college level competition of Poster presentation on Smart ambulance in 2017 Pune 8 Organized IEEE workshop on Excellence in English and Public Speaking in 2017 Pune Workshops attended 1 Successfully completed 4 days workshop on Medical IOT conducted by IEEE standards association at VIP in 2017 Pune 2 Successfully completed 2 days workshop on Introduction to Arduino at SCOE in 2016 Pune 3 Successfully completed 3 days workshop on Robotics for Juniors conducted by Computer Society of India at SKNCOE in 2016 Pune 4 Participated in various intercollege technical competitions at SCOE PICT and AISSMS Pune Education Details June 2018 Bachelor of Engineering Computer Pune Maharashtra Savitribai Phule Pune UniversityJune 2014 HSC   Maharashtra State BoardJune 2012 SSC   Maharashtra State BoardPython Developer Python Developer  Atos SyntelSkill Details PYTHON Exprience  15 monthsDATABASE Exprience  7 monthsMYSQL Exprience  7 monthsDJANGO Exprience  6 monthsHTML5 Exprience  6 monthsREST API Exprience  6 monthsCompany Details company  Atos Synteldescription  Working as a developer in the field of computer vision for a US based client in banking domain1 Design and development of computer vision based algorithms for image preprocessing using OpenCV PIL and Numpy2 Unit testing and debugging the code and maintaining the versions using Git
Python Developer, Operating Systems Windows  Others MS Excel MS Office MS Power Point Key Projects Handled Project Title fruit sorting and disease detection Client Kranti Dynamics Team Size 5 Education Details January 2014 BE Electronics Mumbai Maharashtra University of MumbaiPython Developeranalyst python developer and data analystSkill Details python scriptingprogrammingdeveloping Exprience  12 monthsfrontend  html Exprience  12 monthspython liabrary numpypandasmatplolibrequestsbeautiful soap Exprience  12 monthsmysql Exprience  12 monthsdjango Exprience  12 monthsweb scrapping Exprience  Less than 1 year monthsCompany Details company  Ace The Power of 5description  The Accountabilities Understanding the functional requirements of the application given by the client Participated in walkthroughs of business requirements functional requirements and technical design to ensure their testability Responsible for Software Configuration Management of project deliverablesTechnical skill set Languages C C  Java pythonpython liabraymysqldjangohtml Scripting Python GUI development Tk Javacompany  kranti dyanamicsdescription  programmingscriptingdeveloperweb scrapping
Python Developer,Technical Skills  Responsibilities  Hands on Experience with Production and Maintenance of Projects  Experience in handling projects in agile methodology  Experience in handling projects in SDLC Involved in each stage of Software Development Life Cycle  Responsible to gather requirement Customer Interaction and providing Estimate  solution document then as per process FS TS Coding UTP UTR PTF SOW submission to customer  Having strong knowledge of Debugging and Testing based on Python and AS400  Worked as Change Controller  Responsible for promoting changes in Development to UAT and LIVE environment through Pivotal Cloud Foundry  Have good communication skills Inter personal skills hardworking and result oriented as an Individual and in team Certification and Trainings  Completed Internal Python training  Completed Internal Python Web Crawling training  Completed Internal Python Web Scraping training  Completed Internal Python for Data Science training  Completed Internal MongoDB training  Completed Internal MySQL training  Completed Internal PostgreSQL training  Completed Internal DJango training  Completed Internal Angular 6 HTML CSS training  Completed German A1 level and preparing for A2 from GoetheInstitute  Completed Internal Core Java training  Completed IBM I series AS400 Training course at Maples Institute Pune  Complete Internal MOVEX ERP training Techn AS400RPGRPGLE  Completed Internal M3 ERP training Techn Java  Completed Internal Stream serve training  Completed M3 Enterprise Collaborator MEC trainingEducation Details  MSc Computer Science Pune Maharashtra Pune University BSc Computer Science Pune Maharashtra Pune University HSC  Pune Maharashtra Pune UniversityPython RESTful API developer Python developer  KPIT TechnologiesSkill Details Flask Exprience  Less than 1 year monthsPython Exprience  Less than 1 year monthsRestful Exprience  Less than 1 year monthsRest Exprience  Less than 1 year monthsNumpy Exprience  Less than 1 year monthsAS400 Exprience  90 monthsCompany Details company  KPIT Technologiesdescription  since 6th July 2011 to till date Currently working as a Python API developer having 2 years of experience in Python MongoDBMySQL developmentsupport project Worked as a M3 Java developer and Stream serve developer of MovexM3 ERP for 1year Worked as a Senior AS400 and Stream serve developer of MovexM3 ERP for 4 yearsTechnical Expertise Python development Python  MongoDB Python  MySql Python Cache  Memoization Python GIT Python PWS Pivotal Web Service  Cloud Foundry German A1 Level M3Movex ERP development M3 Java of MovexM3 ERP AS400 development of MovexM3 ERP Stream Server development of MovexM3 ERP MovexM3 Standards RPG400 CL400 ILE RPG ILE CL DB2400 QUERY400 and SQL400 Subfiles Printer Files PF LF MovexM3 Flows Programs  database structure MI Programs
Python Developer,Education Details June 2013 to June 2016 Diploma Computer science Pune Maharashtra AissmsJune 2016 BE pursuing Computer science Pune Maharashtra Anantrao pawar college of Engineering  Research centrePython Developer Skill Details Company Details company  Cybage Software Pvt Ltddescription  I want to work in organisation as a python developer to utilize my knowledge  To gain more knowledge with our organisation
Python Developer,TECHNICAL PROFICIENCIES Platform UbuntuFedoraCent OSWindows Database MySQL Languages Python Tensorflow Numpy C C Education Details January 2016 ME Computer Engineering Pune Maharashtra Savitribai Phule Pune UniversityJanuary 2014 BE Computer Engineering Pune Maharashtra Savitribai Phule Pune UniversityJanuary 2010    RYK Science College Maharashtra state boardJanuary 2008    Maharashtra state boardPython developer Python DeveloperSkill Details C Exprience  6 monthsMYSQL Exprience  6 monthsPYTHON Exprience  6 monthsCompany Details company  Fresherdescription  Python programming
Python Developer,Technical Skills Languages Python Python Framework Django DRF Databases MySQL Oracle Sqlite MongoDB Web Technologies CSS HTML RESTful Web Services REST Methodologies Agile Scrum Version Control Github Project Managent Tool Jira Operating Systems Window Unix Education Details  BE   DrBAMUAurangabadPython Developer Python Developer  Arsys Inovics pvt ltdSkill Details CSS Exprience  31 monthsDJANGO Exprience  31 monthsHTML Exprience  31 monthsMYSQL Exprience  31 monthsPYTHON Exprience  31 monthsweb services Exprience  Less than 1 year monthsLogger Exprience  Less than 1 year monthsMongodb Exprience  Less than 1 year monthsjson Exprience  Less than 1 year monthsUnix Exprience  Less than 1 year monthsRest Exprience  Less than 1 year monthsSqlit3 Exprience  Less than 1 year monthsCompany Details company  Arsys inovics pvt ltddescription  Project  FMAS Frequency Monitoring and Analysis Systems  FMASFMAS is a project for managing network inventory network communication fault management  network traffic analysis The telecommunications service providers are used to support a range of telecommunication services The Operations Support Systems OSS collectively provides support for various elements used in Public Switched Telephone Networks for example processing an order may require information on the services the customer already has the network they are using and currently available resourcesResponsibilities Participated in entire lifecycle of the projects including Design Development and Deployment Testing and Implementation and support Developed views and templates with Python and Djangos view controller and templating language to created userfriendly website interface Implemented navigation rules for the application and page outcomes written controllers using annotations Created this project using Django Django REST API MYSQL PyMYSQL Python HTML5 CSS3 Created CRUD methods get post put delete to make requests to the API server and tested Restful APIusing Postman Created Unit test cases for unit testing Worked with JSON based REST Web services Wrote Python routines to log into the websites and fetch data for selected options Used Python modules such as requests urllib for web crawling Added the navigations and paginations and filtering columns and adding and removing the desired columns for view Created a Git repository and added the project to GitHub Utilized Agile process and JIRA issue management to track sprint cycles Worked in an agile development environmentEnvironment Python Django MySQL HTML CSS SQLAlchemy JSON agile Web Services REST Urllibcompany  Arsysdescription  1 Working as back end as well as front end developer2 working on rest and restfull apis3 Design and develop a project in Agile scrum4 Git hub for code deployment5 Working on MVT 
Python Developer,Training attended 1 Successfully completed ESD program conducted by Zensar Technologies Pune in 2017 2 Successfully completed Employability training conducted by Barclays Global Talent Track and NASSCOM foundation in 2015 Achievements 1 Treasurer in IEEE student branch at JSCOE Pune for 201718 2 Worked as team leader in colleges various technical and cultural events from 2016  2017 3 Project idea got selected for final prototyping round in KPITSparkle 2018 Pune 4 Participated in Avishkar 2017 conducted by Savitribai Phule Pune University 5 Project idea submitted in Accenture Innovation 2018 Pune 6 Brought sponsorship of Rs 15000 from Platinum Auto formerly Royal Enfield in 2017 Pune 7 Secured 1 st Rank for college level competition of Poster presentation on Smart ambulance in 2017 Pune 8 Organized IEEE workshop on Excellence in English and Public Speaking in 2017 Pune Workshops attended 1 Successfully completed 4 days workshop on Medical IOT conducted by IEEE standards association at VIP in 2017 Pune 2 Successfully completed 2 days workshop on Introduction to Arduino at SCOE in 2016 Pune 3 Successfully completed 3 days workshop on Robotics for Juniors conducted by Computer Society of India at SKNCOE in 2016 Pune 4 Participated in various intercollege technical competitions at SCOE PICT and AISSMS Pune Education Details June 2018 Bachelor of Engineering Computer Pune Maharashtra Savitribai Phule Pune UniversityJune 2014 HSC   Maharashtra State BoardJune 2012 SSC   Maharashtra State BoardPython Developer Python Developer  Atos SyntelSkill Details PYTHON Exprience  15 monthsDATABASE Exprience  7 monthsMYSQL Exprience  7 monthsDJANGO Exprience  6 monthsHTML5 Exprience  6 monthsREST API Exprience  6 monthsCompany Details company  Atos Synteldescription  Working as a developer in the field of computer vision for a US based client in banking domain1 Design and development of computer vision based algorithms for image preprocessing using OpenCV PIL and Numpy2 Unit testing and debugging the code and maintaining the versions using Git
Python Developer, Operating Systems Windows  Others MS Excel MS Office MS Power Point Key Projects Handled Project Title fruit sorting and disease detection Client Kranti Dynamics Team Size 5 Education Details January 2014 BE Electronics Mumbai Maharashtra University of MumbaiPython Developeranalyst python developer and data analystSkill Details python scriptingprogrammingdeveloping Exprience  12 monthsfrontend  html Exprience  12 monthspython liabrary numpypandasmatplolibrequestsbeautiful soap Exprience  12 monthsmysql Exprience  12 monthsdjango Exprience  12 monthsweb scrapping Exprience  Less than 1 year monthsCompany Details company  Ace The Power of 5description  The Accountabilities Understanding the functional requirements of the application given by the client Participated in walkthroughs of business requirements functional requirements and technical design to ensure their testability Responsible for Software Configuration Management of project deliverablesTechnical skill set Languages C C  Java pythonpython liabraymysqldjangohtml Scripting Python GUI development Tk Javacompany  kranti dyanamicsdescription  programmingscriptingdeveloperweb scrapping
Python Developer,Technical Skills  Responsibilities  Hands on Experience with Production and Maintenance of Projects  Experience in handling projects in agile methodology  Experience in handling projects in SDLC Involved in each stage of Software Development Life Cycle  Responsible to gather requirement Customer Interaction and providing Estimate  solution document then as per process FS TS Coding UTP UTR PTF SOW submission to customer  Having strong knowledge of Debugging and Testing based on Python and AS400  Worked as Change Controller  Responsible for promoting changes in Development to UAT and LIVE environment through Pivotal Cloud Foundry  Have good communication skills Inter personal skills hardworking and result oriented as an Individual and in team Certification and Trainings  Completed Internal Python training  Completed Internal Python Web Crawling training  Completed Internal Python Web Scraping training  Completed Internal Python for Data Science training  Completed Internal MongoDB training  Completed Internal MySQL training  Completed Internal PostgreSQL training  Completed Internal DJango training  Completed Internal Angular 6 HTML CSS training  Completed German A1 level and preparing for A2 from GoetheInstitute  Completed Internal Core Java training  Completed IBM I series AS400 Training course at Maples Institute Pune  Complete Internal MOVEX ERP training Techn AS400RPGRPGLE  Completed Internal M3 ERP training Techn Java  Completed Internal Stream serve training  Completed M3 Enterprise Collaborator MEC trainingEducation Details  MSc Computer Science Pune Maharashtra Pune University BSc Computer Science Pune Maharashtra Pune University HSC  Pune Maharashtra Pune UniversityPython RESTful API developer Python developer  KPIT TechnologiesSkill Details Flask Exprience  Less than 1 year monthsPython Exprience  Less than 1 year monthsRestful Exprience  Less than 1 year monthsRest Exprience  Less than 1 year monthsNumpy Exprience  Less than 1 year monthsAS400 Exprience  90 monthsCompany Details company  KPIT Technologiesdescription  since 6th July 2011 to till date Currently working as a Python API developer having 2 years of experience in Python MongoDBMySQL developmentsupport project Worked as a M3 Java developer and Stream serve developer of MovexM3 ERP for 1year Worked as a Senior AS400 and Stream serve developer of MovexM3 ERP for 4 yearsTechnical Expertise Python development Python  MongoDB Python  MySql Python Cache  Memoization Python GIT Python PWS Pivotal Web Service  Cloud Foundry German A1 Level M3Movex ERP development M3 Java of MovexM3 ERP AS400 development of MovexM3 ERP Stream Server development of MovexM3 ERP MovexM3 Standards RPG400 CL400 ILE RPG ILE CL DB2400 QUERY400 and SQL400 Subfiles Printer Files PF LF MovexM3 Flows Programs  database structure MI Programs
Python Developer,Education Details June 2013 to June 2016 Diploma Computer science Pune Maharashtra AissmsJune 2016 BE pursuing Computer science Pune Maharashtra Anantrao pawar college of Engineering  Research centrePython Developer Skill Details Company Details company  Cybage Software Pvt Ltddescription  I want to work in organisation as a python developer to utilize my knowledge  To gain more knowledge with our organisation
Python Developer,TECHNICAL PROFICIENCIES Platform UbuntuFedoraCent OSWindows Database MySQL Languages Python Tensorflow Numpy C C Education Details January 2016 ME Computer Engineering Pune Maharashtra Savitribai Phule Pune UniversityJanuary 2014 BE Computer Engineering Pune Maharashtra Savitribai Phule Pune UniversityJanuary 2010    RYK Science College Maharashtra state boardJanuary 2008    Maharashtra state boardPython developer Python DeveloperSkill Details C Exprience  6 monthsMYSQL Exprience  6 monthsPYTHON Exprience  6 monthsCompany Details company  Fresherdescription  Python programming
